job_id,title_vi,description_vi,skills_vi,riasec_centroid_json,tags_vi
11-3013.00,Người quản lý cơ sở,"Kế hoạch, trực tiếp hoặc phối hợp các hoạt động và chức năng của các cơ sở và tòa nhà. Có thể bao gồm các sân xung quanh hoặc nhiều cơ sở của khuôn viên của tổ chức.",Quản lý|giao tiếp|giao tiếp nói|giám sát|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đàm phán|đọc hiểu,"[0.561, 0.36, 0.234, 0.513, 0.791, 0.773]",Quản lý|giao tiếp|giao tiếp nói|giám sát|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đàm phán|đọc hiểu
11-3013.01,Người quản lý an ninh,"Quản lý các chức năng an ninh của tổ chức, bao gồm an ninh thể chất và an toàn của nhân viên và cơ sở.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu,"[0.486, 0.53, 0.184, 0.393, 0.8, 0.77]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu
11-3021.00,Người quản lý hệ thống máy tính và thông tin,"Kế hoạch, trực tiếp hoặc phối hợp các hoạt động trong các lĩnh vực như xử lý dữ liệu điện tử, hệ thống thông tin, phân tích hệ thống và lập trình máy tính.",Quản lý|chú ý đến chi tiết|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề kỹ thuật|giải quyết vấn đề phức tạp|hướng dẫn|học chủ động|khả năng thích ứng|kỹ năng máy tính|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phân tích dữ liệu|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy logic|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu,"[0.366, 0.631, 0.214, 0.344, 0.727, 0.817]",Quản lý|chú ý đến chi tiết|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề kỹ thuật|giải quyết vấn đề phức tạp|hướng dẫn|học chủ động|khả năng thích ứng|kỹ năng máy tính|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phân tích dữ liệu|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy logic|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu
11-3031.00,Quản lý tài chính,"Kế hoạch, trực tiếp hoặc phối hợp kế toán, đầu tư, ngân hàng, bảo hiểm, chứng khoán và các hoạt động tài chính khác của một chi nhánh, văn phòng hoặc bộ phận của một cơ sở.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|thuyết phục|tư duy phản biện|viết|đàm phán|đọc hiểu,"[0.174, 0.35, 0.22, 0.419, 1.0, 0.814]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|thuyết phục|tư duy phản biện|viết|đàm phán|đọc hiểu
11-3031.01,Các nhà tài chính và giám sát viên,"Các hoạt động tài chính trực tiếp, chẳng hạn như lập kế hoạch, mua sắm và đầu tư cho toàn bộ hoặc một phần của một tổ chức.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|quản lý nguồn lực tài chính|quản lý thời gian|toán học|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu,"[0.143, 0.343, 0.183, 0.386, 0.889, 0.879]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|quản lý nguồn lực tài chính|quản lý thời gian|toán học|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu
11-3031.03,Các nhà quản lý quỹ đầu tư,"Kế hoạch, trực tiếp hoặc phối hợp chiến lược hoặc hoạt động đầu tư cho một nhóm lớn các tài sản thanh khoản được cung cấp bởi các nhà đầu tư tổ chức hoặc các đầu tư cá nhân.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu,"[0.237, 0.53, 0.21, 0.366, 0.967, 0.75]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu
11-3051.00,Người quản lý sản xuất công nghiệp,"Kế hoạch, chỉ đạo hoặc phối hợp các hoạt động và nguồn lực làm việc cần thiết để sản xuất sản phẩm theo chi phí, chất lượng và số lượng.",Quản lý|chiến lược học tập|giao tiếp|giao tiếp nói|giám sát|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn lực tài chính|quản lý nguồn lực vật chất|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu,"[0.604, 0.42, 0.19, 0.261, 0.846, 0.756]",Quản lý|chiến lược học tập|giao tiếp|giao tiếp nói|giám sát|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn lực tài chính|quản lý nguồn lực vật chất|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu
11-3051.01,Người quản lý hệ thống kiểm soát chất lượng,"Lập kế hoạch, chỉ đạo hoặc phối hợp các chương trình đảm bảo chất lượng. Xác định các chính sách kiểm soát chất lượng và kiểm soát phẩm chất của các nỗ lực phòng thí nghiệm và sản xuất.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|phân tích kiểm soát chất lượng|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu,"[0.514, 0.574, 0.167, 0.296, 0.721, 0.814]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|phân tích kiểm soát chất lượng|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu
11-3051.02,Các nhà quản lý sản xuất nhiệt địa,"Quản lý các hoạt động tại các cơ sở sản xuất điện địa nhiệt, duy trì và giám sát thiết bị nhà máy địa nhiệt để hoạt động hiệu quả và an toàn.",Quản lý|giao tiếp|giao tiếp nói|giám sát|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn lực tài chính|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|toán học|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu,"[0.764, 0.479, 0.143, 0.296, 0.654, 0.689]",Quản lý|giao tiếp|giao tiếp nói|giám sát|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn lực tài chính|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|toán học|tư duy phản biện|viết|đánh giá hệ thống|đọc hiểu
11-3051.03,Quản lý sản xuất nhiên liệu sinh học,"Quản lý sản xuất nhiên liệu sinh học và hoạt động của nhà máy Thu thập và xử lý thông tin về sản xuất và hiệu suất nhà máy, chẩn đoán các vấn đề và thiết kế các thủ tục khắc phục.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|hướng dẫn|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|đọc hiểu,"[0.656, 0.534, 0.143, 0.261, 0.773, 0.723]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|hướng dẫn|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|đọc hiểu
11-3051.04,Người quản lý nhà máy điện sinh khối,"Quản lý hoạt động tại các cơ sở sản xuất năng lượng bằng sinh khối. Các hoạt động làm việc trực tiếp tại nhà máy, bao gồm giám sát hoạt động và nhân viên bảo trì.",Quản lý|giao tiếp|giao tiếp nói|giám sát|giám sát vận hành|giải quyết vấn đề phức tạp|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu,"[0.731, 0.456, 0.143, 0.246, 0.694, 0.763]",Quản lý|giao tiếp|giao tiếp nói|giám sát|giám sát vận hành|giải quyết vấn đề phức tạp|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phân tích hệ thống|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu
11-3051.06,Người quản lý sản xuất thủy điện,"Quản lý hoạt động tại các cơ sở sản xuất điện thủy điện, duy trì và giám sát thiết bị nhà máy thủy điện để hoạt động hiệu quả và an toàn.",Quản lý|chiến lược học tập|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|hướng dẫn|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu,"[0.767, 0.52, 0.143, 0.261, 0.653, 0.717]",Quản lý|chiến lược học tập|giao tiếp|giao tiếp nói|giám sát|giải quyết vấn đề phức tạp|hướng dẫn|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phán đoán & ra quyết định|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|tư duy phản biện|viết|đọc hiểu
11-3061.00,Người quản lý mua hàng,"Kế hoạch, chỉ đạo hoặc phối hợp các hoạt động của người mua, nhân viên mua hàng và các nhân viên liên quan tham gia mua vật liệu, sản phẩm và dịch vụ. Bao gồm các nhà quản lý thương mại bán hàng bán lẻ hoặc bán lẻ và các quản lý giao dịch.",Quản lý|giao tiếp|giao tiếp nói|giám sát|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|thuyết phục|tư duy phản biện|viết|đàm phán|đọc hiểu,"[0.291, 0.287, 0.2, 0.396, 1.0, 0.793]",Quản lý|giao tiếp|giao tiếp nói|giám sát|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|nhạy bén xã hội|phối hợp|quản lý dự án|quản lý nguồn nhân lực|quản lý nhóm|quản lý thời gian|ra quyết định|thuyết phục|tư duy phản biện|viết|đàm phán|đọc hiểu
11-3071.00,"Người quản lý vận tải, lưu trữ và phân phối","Kế hoạch, trực tiếp hoặc phối hợp các hoạt động vận chuyển, lưu trữ hoặc phân phối phù hợp với chính sách tổ chức và luật pháp hoặc quy định của chính phủ áp dụng.",Quản lý|giao tiếp|giao tiếp nói|giám sát|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|thuyết phục|tư duy phản biện|viết|đàm phán|đọc hiểu,"[0.514, 0.377, 0.143, 0.341, 0.857, 0.82]",Quản lý|giao tiếp|giao tiếp nói|giám sát|học chủ động|khả năng thích ứng|làm việc nhóm|lãnh đạo|lập kế hoạch chiến lược|lắng nghe tích cực|phối hợp|quản lý dự án|quản lý nhóm|quản lý thời gian|ra quyết định|thuyết phục|tư duy phản biện|viết|đàm phán|đọc hiểu
